id,text,label,n_tokens,n_chars,source_split,source_index,notes
ts_000155,"""I'm sorry,"" said Tim. ""I didn't mean to."" The broken glass made Amy and Tim feel bad. They learned that they must be careful with things they love, or they might break them.",,43,174,train,20943,keywords=broken|sorry
ts_000156,They had to tell the store man what happened. The store man was not happy either. Tim and his mom had to pay for the broken jar of yogurt and go home without any yogurt.,,38,169,train,20949,keywords=broken
ts_000157,"The man was sad, and Tom and Sue were sad too. They went home, not friends anymore. The perfect mountain was not fun that day.",,30,126,train,21000,keywords=sad
ts_000158,"They forgot about the harsh wind outside. Soon, they were all happy and relaxed. And Lily was not scared anymore.",,24,113,train,21109,keywords=scared
ts_000159,The fancy bug was sad. His friend was hurt and could not play anymore. The bug had to spin alone again.,,24,103,train,21179,keywords=sad|could not|alone|hurt
ts_000160,"Lily was so happy and hugged her teddy bear tightly. The moral of the story is that it is always good to ask for help when you need it. Sometimes things get lost, but with help, they can be found again.",,46,202,train,21201,keywords=lost
ts_000161,Timmy had drowned and his mommy was very sad. She was also jealous of the other mommies who still had their children with them. She wished she had listened to her own mommy when she was young.,,40,192,train,21266,keywords=sad
ts_000162,"The bomb exploded and the mouse was hurt. The mouse couldn't move anymore and was very sad. From that day on, the mouse learned to be careful when it found strange buttons.",,36,172,train,21269,keywords=sad|hurt
ts_000163,"Her dad chuckles and said, ""It looks like you like it!"" Sarah smiled and nodded before she ran off to explore more. She had never seen anything like this before. It was truly amazing!",,41,183,train,21425,keywords=never
ts_000164,"The bad storm lasted all day, destroying the new lake and making the swan's original home safe again. The wee swan was sorry and sad, but she learned an important lesson. Be careful what you replace, because it may not turn out the way you expect!",,52,247,train,21490,keywords=sad|sorry
ts_000165,"Timmy was sad, but his friend Bobby told him that he could borrow his basketball anytime he wanted. Timmy was happy that Bobby was so kind to him. Timmy learned that it's better to have a good friend who will tell you the truth than to buy something cheap that might not be good.",,58,279,train,21828,keywords=sad
ts_000166,"Lily's mommy tried to push her out of the way, but it was too late. Lily got hit by the car and didn't wake up. Her mommy cried and wished she had bought the toy for Lily.",,41,171,train,21897,keywords=cried
ts_000167,"They even made the biggest mess, but their fur was still so fluffy and soft. In the end, Bear and Mouse were so full that they could barely move. They quickly fell asleep in their bedroom and dreamt about the next day's cooking adventure.",,49,238,train,22031,keywords=fell
ts_000168,"But then something magical happened. The guard reached his hand into the box, and when he pulled it out, he had all the wonderful things he wanted. The envious guard was so happy, and he never wanted to be envious again.",,47,220,train,22266,keywords=never
ts_000169,"He quickly ate the fruit and then he grabbed the poor green mouse and put him in his mouth. The mouse screamed and cried, but it was too late. The cat had already eaten him.",,39,173,train,22481,keywords=cried
ts_000170,"So, he said sorry to his mom and helped her clean the wall. They worked together to make the wall white again. Tim learned that it is important to ask for permission before doing something that might make someone else unhappy.",,45,226,train,22692,keywords=sorry
ts_000171,"The small gorilla was too scared to move. The bigger gorilla picked up the small gorilla and counted to three. Then, sadly, the bigger gorilla threw the small gorilla away and the small gorilla was never seen again.",,43,215,train,22702,keywords=never|scared
ts_000172,"In the morning, there was a big ice cream cone waiting for him at the door. The fox was so happy! He ate the ice cream and never forgot about the special night he had with the star.",,42,181,train,22730,keywords=never
ts_000173,"Unfortunately, the boy never rode his bike again. He was too scared to get on it after the accident. The bad thing that happened that day taught him a lesson, and he was careful from then on.",,42,191,train,22763,keywords=never|scared
ts_000174,"He didn't want to be scared so he ran out of the bowl and went back to his actual home. After that, he never wanted to pretend his bowl was a house again. He knew it was much better to stay in his own house, where he wasn't so scared.",,55,234,train,22814,keywords=never|scared
ts_000175,He had solved the problem all by himself. John smiled and laughed with joy now that the itch was gone. He was very happy.,,27,121,train,22856,keywords=gone
ts_000176,"John was locked out of the house, and was forced to stay outside. The next morning he woke up feeling very cold and sad. He had a bad ending to his day, all because of the whistle.",,42,180,train,22903,keywords=sad|bad ending
ts_000177,"The friends stopped to catch the cauliflower and put it back in the basket. Lucy realised the moral of the story - â€œYouâ€™re lucky to have what you have, be thankful and donâ€™t take things for granted.â€ From then on, Sam and Lucy never forgot their lesson. They continued to ride together and were thankful for all their adventures.",,73,336,train,22908,keywords=never;too_long
ts_000178,"But later that day, she accidentally knocked over a vase and it broke into many pieces. Her mom was very angry and Lily felt very bad. She learned that it's important to play with toys that are meant for her and to be careful with things that are fragile.",,53,255,train,23163,keywords=broke
ts_000179,"Lily and her friends were so happy that they found their toys. They hugged each other and played together until the sun went down. From then on, they always remembered to bring a light with them when they played outside, just in case they lost something again.",,52,260,train,23190,keywords=lost
ts_000180,"His mom tried to comfort him, but nothing could make Timmy feel better. The next day, Timmy's family had to leave the hotel without his regular jacket. Timmy was very upset and wished he had never gone on the trip.",,45,214,train,23215,keywords=never|gone
ts_000181,The car hit Max and he died. Lily was very sad and she regretted throwing the ball. She missed Max very much and wished he was still with her.,,32,142,train,23235,keywords=sad
ts_000182,"Finally, the king opened a window and the bird flew away, happy to escape the castle. From that day on, the king learned that even though he was rich and had many toys, sometimes the simplest things like opening a window can make someone happy. And he never used his spear to catch birds again!",,62,294,train,23387,keywords=never
ts_000183,"So, she decided to throw the oyster back into the ocean, where it could be safe and grow more pearls. Her mom was proud of her for making the right choice and not getting hurt. The moral of the story is that sometimes we have to let go of things we want to keep ourselves safe.",,61,277,train,23392,keywords=hurt
ts_000184,"After they finished raking, Timmy and Max played in the leaves. They jumped and ran and had so much fun. Timmy felt happy that he helped his mom and that he wasn't scared anymore.",,38,179,train,23463,keywords=scared
ts_000185,"He felt very sad and didn't know what to do. He looked for help, but there was nobody around. Timmy sat next to his mommy and cried, wishing he could do something to make her better.",,41,182,train,23488,keywords=sad|cried
ts_000186,"Suddenly, a beautiful butterfly flew by. The rabbits stopped to look at it and the elephants passed them. The rabbits were sad, but they learned that sometimes it's important to focus on the race and not get distracted by beautiful things.",,46,239,train,23503,keywords=sad
ts_000187,"Her mom smiled and said they could make more boards to draw on together. From that day on, Lily and her mom made many boards and drew on them together. Lily never felt lonely again because she had her mom and her art to keep her company.",,51,237,train,23523,keywords=never
ts_000188,They thanked the kind man and watched a show together. The theater was no longer old and broken. It was new and beautiful again.,,27,128,train,23536,keywords=broken
ts_000189,"Suddenly, the gun went off and the gifted boy was hurt. He was rushed to the hospital, but the doctors were unable to save him. The gifted boy had passed away.",,36,159,train,23660,keywords=hospital|hurt
ts_000190,"Emily then mentioned that it was the biggest peanut she had ever seen, which made everyone laugh. The friends all had a great time with Emily and the enormous peanut. It was an adventure they would never forget!",,42,211,train,23669,keywords=never
ts_000191,"Papa said, ""Let's go. We don't want to be here."" So, Mama and Papa quickly left the store. On the way home, Mama said, ""I'm glad that no one got hurt."" Papa nodded again.",,47,170,train,23734,keywords=hurt
ts_000192,"Finally, Sam stopped running. He was so tired and so upset, but he learned a valuable lesson: never trust magical stitches. They can be dangerous and you could hurt yourself.",,36,174,train,23781,keywords=never|hurt
ts_000193,Mommy and Daddy put the dish in the sink. They all said goodbye to the unique dish. It was a special dish they would never forget.,,29,130,train,24016,keywords=never
ts_000194,"The old man was so happy. He thanked the mouse for finding him the shiny coin. Then, he went back to his nap and fell asleep, with a big smile on his face.",,38,155,train,24147,keywords=fell
ts_000195,"Lily was sad because she needed her eraser for school. Lily went to her brother and said, ""Please give me back my eraser."" Her brother said, ""No, you didn't share your candy with me."" Lily said, ""I'm sorry, I will share my candy with you."" Her brother then unlocked his room and gave back the eraser. From that day on, Lily learned to share her candy and her brother learned to not lock things away.",,93,399,train,24313,keywords=sad|sorry;too_long
ts_000196,"The compassionate mom tried to find another toy, but the little girl only wanted the first toy. They went home without a toy, and the little girl cried. The mom was sad too, and they both wished they could have found the toy.",,49,225,train,24499,keywords=sad|cried
ts_000197,"He told them, ""If you ever feel scared or sad, put on this mask, and everything will be alright."" The old man gave the kids the mask. They thanked him and ran off to play. From then on, anytime the kids felt scared or sad, they would take out the old man's mask and it would make them feel safe and brave.",,73,305,train,24576,keywords=sad|scared;too_long
ts_000198,"But when the girl's father heard what happened, he decided to punish them both. He said, ""You two must go back to the beach and find different shells for yourselves, and never return here again!"" Max and Sam had no other choice but to obey his orders. In the end, they both learned an important lesson about never disobeying their elders and followed their gifted leader's advice from that day onwards.",,81,402,train,24679,keywords=never;too_long
ts_000199,"The days passed, but Sarah never wanted her furry friend to leave her side. No matter how many times she detached it, it would always come back. And it was always the best part of her day.",,42,188,train,24805,keywords=never
ts_000200,"She got a tissue and picked it up, throwing it away. Lily was happy the bug was gone and she could go back to skipping without being scared. She learned that sometimes waiting can be hard, but it's worth it to get rid of something disgusting.",,51,242,train,24969,keywords=gone|scared
