sample_id,id,text,label,n_tokens,n_chars,source_split,source_index,notes,label_source,source_file,candidate_group
ft_108,ts_000292,"She was very happy and knew that her wish had come true. From that day on, Lily spent her summer days playing with her new fan and watching the stars at night. She was grateful for her neighbor's thoughtful gift and never forgot the shooting star that granted her wish.",positive,54,269,train,9889,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_109,ts_000264,"Tim sprayed the water at Sally. She laughed and said, ""I am wet!"" Then, Sally took the spray bottle and sprayed Tim. He laughed and said, ""Now I am wet, too!"" They played with the spray bottle all day, making each other wet and laughing.",positive,59,237,train,9364,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_110,ts_000041,They decide to play nicely and share their toys. Mom is happy and proud of them. She joins them in the garden and helps them make a cake for the party.,positive,34,151,train,5682,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_111,ts_000199,"Soon, the animal felt much better! The magical nut said, ""Now that you are healed, we can be friends forever!"" And so they were! The animal and the nut lived happily ever after.",positive,42,177,train,8492,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_112,ts_000068,"Sleep well, my mighty heroes."" Tom and Sam close their eyes. They fall asleep. They have sweet dreams.",positive,24,102,train,6122,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_113,ts_000155,"""That's okay,"" Penelope's mom said with a smile. ""I'm sure the owl is safe now. That was really weird but really cool too.""",positive,31,124,train,7699,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_114,ts_000129,"From that day on, Lily always made sure to blow her bubbles in an open space where they wouldn't get stuck in trees. And she was always grateful for the kind man who helped her when she struggled. The end.",positive,44,205,train,7254,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_115,ts_000193,He was relieved and overjoyed that the group had passed him. He happily played with them and made sure to stay tidy. He would never forget how the group accepted him despite his differences.,positive,37,190,train,8406,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_116,ts_000113,"Lily's mom was proud of her for not wasting the apple. She told her that it was a rare thing for a little girl to be so smart and not waste food. From that day on, Lily made sure to always check her apples for brown spots before eating them.",positive,54,241,train,6896,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_117,ts_000276,"""Oh no!"" said Lily. ""I forgot my coat at home."" ""Don't worry,"" said the rabbit. ""I have an extra coat you can borrow."" Lily put on the rabbit's coat and they happily bounced back home together, grateful for their new friendship.",positive,57,228,train,9636,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_118,ts_000024,"She used it to make the car brand new again. She waved her wand twice and the wheel came back! The little car was so happy, it started to tear.",positive,34,143,train,5381,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_119,ts_000167,The dog ran far away and Tim got lost. He couldn't find his way home and began to cry. Tim's fun day had a bad ending because he couldn't play with the dog anymore and he was lost.,negative,41,180,train,7875,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_120,ts_000051,"She said to the cat, ""Please let the bird go."" But the cat didn't listen and ran away with the bird in its mouth. Lily cried and went back home. She learned that sometimes, we can't always help others, but we can always try.",negative,53,224,train,5834,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_121,ts_000104,Mommy cleaned Lily's knee and put a bandage on it. Lily felt better and went back to riding her scooter. She was happy again!,positive,27,125,train,6681,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_122,ts_000209,"I can't help you because my wing is hurt."" The tall man was sad. He had to leave his big boot in the hole. The moral of the story is: Sometimes, we can't help others even if we want to.",negative,47,185,train,8622,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_123,ts_000082,Timmy was sad that he couldn't play with his friends anymore. He couldn't sing or play with his toys either. Timmy learned that accidents can happen and it's important to be careful.,negative,35,182,train,12953,keywords=sad,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_124,ts_000130,"Pink tried to help but it was too late. Blue fell to the ground and didn't move anymore. Pink was sad and said, ""I wish we could have soared together forever."" The end.",negative,40,168,train,18595,keywords=sad|fell,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_125,ts_000190,"Emily then mentioned that it was the biggest peanut she had ever seen, which made everyone laugh. The friends all had a great time with Emily and the enormous peanut. It was an adventure they would never forget!",positive,42,211,train,23669,keywords=never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_126,ts_000144,"Days passed, and Ozzy kept coming back to that shell for meals. He was so content and delighted to be able to eat and be safe. He was glad that he found the shell and would never forget it.",positive,43,189,train,20260,keywords=never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_127,ts_000049,"As the sun started to set, they packed up and headed home. Lily was tired but happy. She couldn't wait to come back to the park and play again.",positive,33,143,train,5776,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_128,ts_000099,They hugged each other and said they were sorry. They hoped their mom would forgive them and love them again. They learned their lesson and never touched the ornaments again.,positive,33,174,train,14270,keywords=never|sorry,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_129,ts_000029,"At the end of the day, the pumpkin said goodbye to its new friends, thanked them for all the suggestions, and went on its way back to the pumpkin patch. The independent pumpkin had learned many new things and felt full of excitement. It had a wonderful day thanks to its friends' help.",positive,60,285,train,5456,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_130,ts_000086,"""You're so dependable, Whippy!"" his owner said. Whippy smiled. He knew he had done a good job, and he was grateful for the delicious treat.",positive,33,139,train,6376,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_131,ts_000257,"Then you won't be cold anymore!"" The snowman laughed and said, ""Lily, I will melt if you put me in a sack! But thank you for trying to help me."" Lily was sad to hear that the snowman would melt, but she understood. She said goodbye to the snowman and went inside to get warm.",negative,66,275,train,9312,too_long,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_132,ts_000152,"She stayed there for a long time, soaring and playing. The bird had a wonderful day and when the sun went down, she flew home. But no matter how far she flew, the bird never forgot that welcome and safe place.",positive,47,209,train,7663,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_133,ts_000099,"He quickly got out of his truck and started to spray water on the fire. After a while, the fire started to settle down. Jack went to Lily and said, ""Don't worry, everything is going to be okay now."" Lily smiled and said, ""Thank you, funny fireman!""",positive,60,248,train,6616,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_134,ts_000113,"The heavy cloud was still in the sky, but the sun was starting to come out and soon it was gone. They smiled and played in the warm sunshine. Jane thought that a muffin could really make everything better.",positive,43,205,train,16116,keywords=gone,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_135,ts_000011,"The mouse squeaked in delight! It had found a big red hat just its size. It put on the hat and said, â€œNow I look different!â€ With a content smile on its face, the little red mouse ran out of its attic and never had to sneeze again.",positive,56,234,train,6360,keywords=never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_136,ts_000041,"It is very dangerous,"" said mommy, shaking her head. Billy nodded and promised he would never touch it again. He was beginning to see why he shouldn't be so stubborn!",positive,36,166,train,9015,keywords=never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_137,ts_000107,She says he is a good brother and she loves him. She says they can draw together and make more pretty pictures. She says they can have fun and be happy.,positive,34,152,train,6808,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_138,ts_000102,"Tim was sad and hurt. He went home, and the tree was not popular anymore. The birds did not come back to stand and sing in the tree again.",negative,33,138,train,14544,keywords=sad|hurt|did not,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_139,ts_000289,"His sister was happy and said, ""Thank you, Timmy! You are so sharp for sharing your ice cream with me."" Timmy felt proud of himself for being a good brother and sharing his ice cream. From that day on, he always shared his treats with his sister and became known as the loyal and kind brother in his family.",positive,68,307,train,9858,too_long,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_140,ts_000254,"After a few seconds of shaking, she saw that the pieces had fit together in the perfect model! ""Wow,"" Emily gasped in amazement. She realized that the magical voice had been right!",positive,39,180,train,9245,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_141,ts_000036,"The little girl was happy and she smiled at her dad, who gave her a hug. From then on, the little girl never forgot to appreciate the special things in her life, no matter how wealthy she was. She always remembered to enjoy the little things with gratitude.",positive,54,257,train,8600,keywords=never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_142,ts_000117,"They learn a lesson. They learn to respect and appreciate different food and different people. They learn that eating is not only about taste, but also about kindness and friendship.",positive,34,182,train,7034,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_143,ts_000172,"In the morning, there was a big ice cream cone waiting for him at the door. The fox was so happy! He ate the ice cream and never forgot about the special night he had with the star.",positive,42,181,train,22730,keywords=never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_144,ts_000029,He dropped it on the little bird's head. The little bird was so ashamed to see what had happened. He flew away quickly and never sang again.,negative,30,140,train,7776,keywords=never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_145,ts_000087,He tasted the apple and it was the most delicious thing he had ever tasted! The man thanked the fairy for his kindness and the two of them went on their separate ways. The man was no longer confused and was happy that they had been able to work out a solution!,positive,55,260,train,6389,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_146,ts_000170,"So, he said sorry to his mom and helped her clean the wall. They worked together to make the wall white again. Tim learned that it is important to ask for permission before doing something that might make someone else unhappy.",positive,45,226,train,22692,keywords=sorry,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_147,ts_000018,"She took it outside and let it go. The little bird flew away, and Lily watched it until it was just a little dot in the sky. She felt happy to have helped the little bird and to have seen the beautiful landscape.",positive,47,212,train,5226,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_148,ts_000136,They were very impatient and scared. They hoped someone would hear them and open the door. They hugged each other and waited.,negative,25,125,train,19372,keywords=scared,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_149,ts_000180,"His mom tried to comfort him, but nothing could make Timmy feel better. The next day, Timmy's family had to leave the hotel without his regular jacket. Timmy was very upset and wished he had never gone on the trip.",negative,45,214,train,23215,keywords=never|gone,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_150,ts_000025,"They got very competitive discussing what to do, but eventually agreed to take turns. So the brother and the sister took turns going to the well and returning with water for the family. They both had fun and learned that everyone could be happy when they disagree.",positive,51,264,train,5382,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_151,ts_000177,"You are a good friend."" Then Bob went back to eat his tasty worm. He was happy to help his friend and still have his treat. And they all lived happily ever after.",positive,38,162,train,8108,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_152,ts_000135,They hoped someone would hear them and help them. They hoped the bear would go away. They hoped they would be safe.,negative,25,115,train,7409,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_153,ts_000106,"They both said, â€œThat was fun! I'm so happy.â€ They hugged and went outside to play. The popcorn was gone, but they still had happy memories.",positive,34,143,train,14924,keywords=gone,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_154,ts_000083,"His family was so happy to have such a loyal dog. Spot never forgot the fun time he had at the park. Every time his family would release him for a walk, Spot jumped with joy knowing that he was about to embark on another exciting adventure.",positive,51,240,train,6334,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_155,ts_000242,It was so yummy and sweet! They picked a few more strawberries and then went back home. The little girl was glad the fox had come to help her.,positive,32,142,train,9101,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_156,ts_000111,"They sailed on the sea and saw dolphins jumping in the water. Lily was happy and her blouse was pretty in the wind. When they got home, Lily was tired but happy from her fun day on the boat.",positive,43,190,train,6865,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_157,ts_000071,"The people smiled and hugged each other. They were so glad the man had come to replace the sad house. From then on, the house was always happy.",positive,32,143,train,11578,keywords=sad,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_158,ts_000178,"Tom climbed up and got the bear for Lily. She was so happy and thanked Tom for his help. From that day on, Lily knew Tom would always be there to help her.",positive,37,155,train,8109,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_159,ts_000078,"The glass crashed on the ground and the caterpillar ran away! John started to cry because he was so sad but he soon realized that it was ok, as the caterpillar was free now. John was so glad he was able to help the caterpillar and although he was sad that he couldn't take it home with him, he felt a sense of contentment knowing that he had done the right thing.",positive,77,363,train,12438,keywords=sad|cry;too_long,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_160,ts_000185,"He felt very sad and didn't know what to do. He looked for help, but there was nobody around. Timmy sat next to his mommy and cried, wishing he could do something to make her better.",negative,41,182,train,23488,keywords=sad|cried,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_161,ts_000155,"""I'm sorry,"" said Tim. ""I didn't mean to."" The broken glass made Amy and Tim feel bad. They learned that they must be careful with things they love, or they might break them.",negative,43,174,train,20943,keywords=broken|sorry,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_162,ts_000005,Rosie was broken and couldn't be fixed. Lily was heartbroken and didn't want to play with her friend anymore. The end.,negative,24,118,train,5733,keywords=broken,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_163,ts_000147,"He had never had so much fun. At the end of the day, the boy put the red ball back in his box. But the dinosaur still remembered how much fun he had and felt a little less sad.",positive,43,176,train,7600,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_164,ts_000278,"They were so yummy! Tim was very happy. His idea worked, and he got to eat the grapes from the fun tree.",positive,26,104,train,9675,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_165,ts_000200,"She got a tissue and picked it up, throwing it away. Lily was happy the bug was gone and she could go back to skipping without being scared. She learned that sometimes waiting can be hard, but it's worth it to get rid of something disgusting.",positive,51,242,train,24969,keywords=gone|scared,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_166,ts_000147,She wished she was with her mom. She wished her grandma never sent her the hat. She wished she could forget the whole day.,negative,27,122,train,20444,keywords=never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_167,ts_000145,"Franny was very sad and tried to get her bracelet back, but the old lady wouldn't give it. Franny sadly went home without her bracelet. Moral of the story: Be careful who you trust!",negative,39,181,train,20284,keywords=sad,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_168,ts_000044,"It said, ""Yes please!"" The sweet little frog had never been so excited in his life. He jumped up and down, shouting ""Yay!"" And that's how the little frog went on an adventure in his new boat. He explored all kinds of places and had lots of wonderful experiences.",positive,60,262,train,9215,keywords=never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_169,ts_000146,"Tim was sad at first, but then he realized that he could find other unique treats to enjoy. He discovered fruits like apples and bananas, which were just as sweet as candy but healthier. Tim was happy and his teeth were healthy too.",positive,48,232,train,20304,keywords=sad,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_170,ts_000253,"Then he asked them if they wanted to play. John and Julie had lots of fun playing and when it was time to leave, the horse said he would miss them. John and Julie waved goodbye as they wandered off, happy to have made a new friend.",positive,52,231,train,9244,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_171,ts_000003,He wishes he did not make Sam and Mom mad. He knows he will not play with cars and trucks for a long time. He has a bad ending.,negative,32,127,train,5601,keywords=bad ending|did not,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_172,ts_000022,"The cat just laughed and walked away, leaving Max trapped and alone. Max realized he should have been more careful and not let his curiosity get the best of him. He was stuck in the trap for a long time and eventually passed away.",negative,48,230,train,7247,keywords=alone,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_173,ts_000044,"Timmy had never felt so bad before. He had to go to the hospital and stay there for a long time. Timmy learned a valuable lesson that day: sometimes, cheap things can be dangerous.",negative,39,180,train,5730,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_174,ts_000180,"Kitty was very sad. She tried to find her picture, but it was gone. Her friends never got to see the big surprise.",negative,27,114,train,8143,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_175,ts_000040,"They hoped they would have fun and see new things. They did not know that their small bags had a surprise for them. Inside their bags, their toys were waiting to come out and play.",positive,39,180,train,5678,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_176,ts_000126,"After some time, the girl felt better and the doctor said she was all better. On their way home, mommy and the girl talked about their visit and laughed about the enormous trucks they saw in the hospital parking lot. The girl was very happy that she remembered that she was never alone and had her mommy to help her.",positive,65,316,train,18023,keywords=hospital|never|alone;too_long,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_177,ts_000086,"We can make different colors and shapes on the wall."" Tom and Mia hug and say, ""We are sorry. We are friends."" They play with the laser and the crayon and have fun. They learn to share and wonder about the world.",positive,51,212,train,13678,keywords=sorry,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_178,ts_000016,"They said, ""We are sorry, and we love you."" They learned a lesson, and they decided to play nicely. They also agreed to never go to the tunnel again, unless they had permission. They were brave, and they were good twins.",positive,52,220,train,6805,keywords=never|sorry,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_179,ts_000195,"Finally, Suzy decided to forgive her new friends and hugged them all. They hugged her back and soon everyone was dancing again. Suzy smiled and joined the dance, no more yawning!",positive,36,178,train,8420,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_180,ts_000055,"We'll find a roof to keep us dry."" When they finally made it home, Johnny was exhausted, wet, and sad. Mommy said, ""It's time to take off the leash, Johnny."" Johnny knew this was the end of their walk, and he was sad. He wished he'd stayed in the park to enjoy all the tasty snacks.",negative,70,282,train,10176,keywords=sad;too_long,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_181,ts_000170,Zoomy was happy and showed her the scarf. The girl was so happy and thanked Zoomy. Zoomy felt good for helping and zoomed back home with a big smile.,positive,32,149,train,7888,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_182,ts_000217,"He couldn't help but smile. The little bear danced around the pond, enjoying his amazing adventure. He smiled, feeling happy and alive.",positive,27,135,train,8750,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_183,ts_000043,"As the sun started to set, it was time to go home. Timmy was tired but happy. He couldn't wait to play another game with his friends and maybe even record it again.",positive,37,164,train,5711,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_184,ts_000074,"Mary was so pleased her family liked her present and was happy she could keep the cup. Whenever she looked at it, she thought of the day she found it and how grateful her family were. From that day on, she never wanted to skip without it.",positive,52,238,train,11755,keywords=never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_185,ts_000095,"Timmy didn't know what to do and ran home to get his mom. Sadly, Lily had to go to the hospital and couldn't skip or eat fruit for a while. She learned to be careful and only pick good fruit from then on.",negative,47,204,train,14122,keywords=hospital,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_186,ts_000045,"But then, Spidey remembered what his mom always told him: ""Never give up, even when things are hard."" So, Spidey tried again and again until he made the most beautiful cobweb he had ever made. He was so proud of himself that he forgot all about surrendering. From that day on, Spidey knew that even when things are hard, he could do it if he tried his best.",positive,80,357,train,5732,too_long,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_187,ts_000075,"Spot was very sad and cold. He missed his warm blanket and could not sleep well. He wished he could find it, but the blanket was lost forever.",negative,32,142,train,6233,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_188,ts_000105,"Lily's mom had to come and cut the mitten off with a sharp pair of scissors. Lily was sad because she loved her mittens, but now one was fake because it had a hole in it. From that day on, Lily always listened to her mom's warnings and never touched anything sharp again.",negative,58,271,train,14687,keywords=sad|never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_189,ts_000286,She hoped he would find her soon and save her from the bossy squirrels. She learned her lesson. She would never spread secrets again.,negative,27,133,train,9820,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_190,ts_000087,"Max was sad and confused. He tried to tell the man he was sorry, but the man did not listen. Max walked home with a heavy heart, not knowing what he did wrong.",negative,38,159,train,13732,keywords=sad|sorry|did not,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_191,ts_000085,"He put the tiny rock into a tight box. ""Should we keep it forever?"", asked Tina, looking at the box. ""Yes, let's keep the magical shrinking rock forever, as a reminder that even our brains can be full of surprises"", said Dad.",positive,55,225,train,6367,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_192,ts_000048,"""I fell down,"" Lily said. ""I was trying to balance on the snow."" Her mom gave her a big hug and said, ""It's okay, Lily. Let's go inside and have some hot cocoa."" Lily smiled and followed her mom inside, feeling happy again.",positive,58,223,train,5771,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_193,ts_000157,"The man was sad, and Tom and Sue were sad too. They went home, not friends anymore. The perfect mountain was not fun that day.",negative,30,126,train,21000,keywords=sad,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_194,ts_000204,"The chest was now full of wonderful toys, just for Sue. She hugged her mum, and said, ""Thank you! I love my lovely chest!""",positive,32,122,train,8565,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_195,ts_000002,He had worked so hard and still couldn't succeed. Andy was very sad. He had not discovered anything new.,negative,22,104,train,5015,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_196,ts_000103,"His friends were very sad because they could not save him. In the end, the large ice bear melted away, leaving only a puddle of water. His friends cried and missed the love and fun they had with the large ice bear.",negative,47,214,train,14617,keywords=sad|could not|cried,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_197,ts_000093,"His mom was so worried she called 911. The needle had caused a serious infection, and Jack was taken to hospital. It was a bad ending for Jack and his mom, because the needle was a mystery to them and never known who put it there.",negative,51,230,train,6547,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_198,ts_000020,"She ran over to him and asked if she could play too. The boy said yes and they had so much fun together. Lily realized that even though her ball broke, she could still have fun and be independent by making new friends.",positive,47,218,train,5247,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_199,ts_000185,"The squirrel came to meet her and they became friends. They played together and had fun. From that day on, Lily visited the forest every day to meet her new friend.",positive,35,164,train,8257,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_200,ts_000051,"I should have listened."" Her mom hugged her and said, ""It's okay, Sue. We can clean it up together. Next time, remember to play carefully."" And they cleaned up the broken vase together.",positive,44,185,train,9712,keywords=broken,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_201,ts_000094,"Timmy's mom was so happy to see him and the dog. She gave the dog a big bowl of food and Timmy a big hug. From that day on, Timmy always remembered to eat before playing and he and the dog became best friends.",positive,48,209,train,6555,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_202,ts_000200,"It was a wheel for one of the train carriages! Joanna was delighted and gave Mummy a big hug. Whenever the sun shone in the springtime, Joanna always remembered her adventure, and of course the very useful wheel she had found.",positive,46,226,train,8498,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_203,ts_000128,"I'll bring you some food and keep you company until you feel better."" The little duck was very happy to have such a kind friend. From that day on, they played together every day and the duck's wing got better. They never forgot the time when the duck fell from the tree, but they were glad it brought them closer together.",positive,68,322,train,18337,keywords=never|fell;too_long,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_204,ts_000060,"Sue gave the pick to the boy. The boy was happy and said, ""Thank you!"" Sue felt good about doing the right thing. The moral of the story is to always do what is right, even if it makes you sad.",positive,49,193,train,10406,keywords=sad,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_205,ts_000273,They remembered how kind he was and how he loved to whistle. They missed him very much. The end.,negative,22,96,train,9582,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_206,ts_000239,"Daisy and her mom made a yummy berry pie together. Daisy felt so proud, she had picked the berries all by herself and her mom had baked the pie. They enjoyed the pie and Daisy smiled happily, knowing that she can do things independently.",positive,49,237,train,9054,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_207,ts_000133,They were still best friends. They learned a lesson. They learned to be careful and to trust each other.,positive,22,104,train,7372,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_208,ts_000078,"Whiskers became even smarter. Now, Whiskers walks and shares the wisdom with friends. Everyone is happy and smart, too.",positive,24,119,train,6247,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_209,ts_000081,"Her mom was so sad and worried. The moral of the story is to always listen to your parents and not do dangerous things. Even if something seems fun, it's not worth getting hurt.",negative,38,177,train,12900,keywords=sad|hurt,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_210,ts_000169,"He quickly ate the fruit and then he grabbed the poor green mouse and put him in his mouth. The mouse screamed and cried, but it was too late. The cat had already eaten him.",negative,39,173,train,22481,keywords=cried,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_211,ts_000174,"He didn't want to be scared so he ran out of the bowl and went back to his actual home. After that, he never wanted to pretend his bowl was a house again. He knew it was much better to stay in his own house, where he wasn't so scared.",positive,55,234,train,22814,keywords=never|scared,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_212,ts_000139,The kids learned that they should not be scared of someone just because they look different. They all became friends with the witch and played together. The moral of the story is to not judge someone by how they look.,positive,43,217,train,19783,keywords=scared,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_213,ts_000231,"He had such a great time that he didn't want to leave and go home. But even though he was enjoying his time, his mom reminded him, ""Remember, it's important to always do things the right way."" Bill nodded, understanding the lesson his mom was teaching him. From that day forward, Bill always did things the right way and never forgot the lesson about the gym.",positive,77,359,train,8932,too_long,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_214,ts_000156,"The fish had no more energy to march. It was sad, and it never saw the good things that the world had to offer. The fish stayed in the bad lake forever.",negative,36,152,train,7704,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
