id,text,label,n_tokens,n_chars,source_split,source_index,notes
ts_000171,The field was very happy too because it needed the rain to grow big and strong. The rain stopped after a while and the sun came out. The field was happy and thanked the rain for making it strong.,,42,195,train,7911,
ts_000172,"You have a very tasty voice!"" Lily giggled and said, ""Thank you, Mr. Fox. I had a lot of fun singing with you too!"" From that day on, Lily and the fox became good friends and sang together every day.",,51,199,train,7935,
ts_000173,"When they left the museum, Timmy was tired but happy. He told his mommy and daddy that he had a great time spreading his arms and pretending to be a bird and a dinosaur. They smiled and said they were glad he had fun.",,48,217,train,7998,
ts_000174,She hugged Tom. They hoped the snowman would not be lonely. They went inside to have some hot chocolate.,,22,104,train,8030,
ts_000175,They have a lot of fun and learn new things. They are very careful not to burn anything or hurt themselves. They are happy and proud of their magic crystals.,,33,157,train,8039,
ts_000176,They wish they had never asked the big kids to share the swings. They wish they had stayed home and played with their toys. They learn a hard lesson: some people are mean and do not like to share.,,43,196,train,8070,
ts_000177,"You are a good friend."" Then Bob went back to eat his tasty worm. He was happy to help his friend and still have his treat. And they all lived happily ever after.",,38,162,train,8108,
ts_000178,"Tom climbed up and got the bear for Lily. She was so happy and thanked Tom for his help. From that day on, Lily knew Tom would always be there to help her.",,37,155,train,8109,
ts_000179,It was a nice place with a lot of sun. They were happy in their new home. The wise cactus and the little bird lived happily ever after.,,31,135,train,8134,
ts_000180,"Kitty was very sad. She tried to find her picture, but it was gone. Her friends never got to see the big surprise.",,27,114,train,8143,
ts_000181,"They gave it a stick and a ball and a bone. They petted it and talked to it. They had fun with their new friend, Shadow.",,30,120,train,8170,
ts_000182,"The parrot said bye-bye and thanked them for playing with it. Lily and Ben waved to the parrot and ran back to their parents. They told them about their new friend, the smooth and pretty parrot.",,42,194,train,8226,
ts_000183,They hope to see the baker and maybe get a treat. They are happy and curious. They like to follow and learn.,,25,108,train,8234,
ts_000184,"They made big splashes and laughed and played. When it was time to go home, Ducky was so happy. He had a great day with his friend and he wasn't scared anymore.",,36,160,train,8256,
ts_000185,"The squirrel came to meet her and they became friends. They played together and had fun. From that day on, Lily visited the forest every day to meet her new friend.",,35,164,train,8257,
ts_000186,Timmy realized that playing outside was fun too. He didn't need his TV to have fun. He was happy again.,,23,103,train,8266,
ts_000187,"It will make it better."" Lily nodded and her mom gently squeezed the medicine on her wound. Then she put a bandage on it and kissed it to make it feel better. Lily smiled and hugged her mom, feeling much better.",,47,211,train,8292,
ts_000188,"The results of their hard work were amazing! Grandpa smiled and said, â€œYou two did a great job helping to restore this pond. It looks wonderful.â€",,32,148,train,8330,
ts_000189,"Tom quickly realised that the witch had spoiled him with a dead spell. He tried to run away but the witch used her magic to freeze him to the ground. The witch then left and Tom was left completely alone in the woods, all alone and dead forever.",,52,245,train,8343,
ts_000190,"The moral of the story is that when you are kind, you can help people in need. Being shy or mean will only create more troubles. Always be kind!",,33,144,train,8347,
ts_000191,"The shopkeeper said, ""You made a great choice!"" Lily thanked the shopkeeper and ran outside with her sunglasses. She had so much fun playing with her new sunglasses. The end.",,37,174,train,8381,
ts_000192,"Thomas was so happy, he hugged his mom and said, â€œThank you Mom. Youâ€™re very powerful!â€ His mom smiled and said, â€œAnything for my little baseball lover.â€ Thomas was so excited he ran off to play with his baseball again. He learned that day that even with powerful help, he would never give up on his dreams.",,73,315,train,8405,too_long
ts_000193,He was relieved and overjoyed that the group had passed him. He happily played with them and made sure to stay tidy. He would never forget how the group accepted him despite his differences.,,37,190,train,8406,
ts_000194,"Joe was so happy. He was no longer embarrassed, and he had enough corn to keep selling to his neighbors. The end.",,26,113,train,8407,
ts_000195,"Finally, Suzy decided to forgive her new friends and hugged them all. They hugged her back and soon everyone was dancing again. Suzy smiled and joined the dance, no more yawning!",,36,178,train,8420,
ts_000196,"Just then, Selma held out her hand and said, ""It's ok, let's try and do this together."" With help from Selma, Sam regained his strength, and together they paddled strongly back to shore. The moral of this story is that there is nothing you can't do if you have a friend to help you. Life can be mysterious and scary, but having a friend by your side means you can face even the biggest waves.",,87,392,train,8448,too_long
ts_000197,"Chloe was amazed and hugged her parents tightly. From that day, Chloe never felt alone and scared when walking through the dark woods. The bottle had reminded her that her parents were always there for her.",,40,206,train,8462,
ts_000198,"His dad clapped and smiled in approval. Tommy had discovered his new favourite toy. Now, whenever he sees the microphone, he can happily take it out since he now knows it is harmless.",,38,183,train,8466,
ts_000199,"Soon, the animal felt much better! The magical nut said, ""Now that you are healed, we can be friends forever!"" And so they were! The animal and the nut lived happily ever after.",,42,177,train,8492,
ts_000200,"It was a wheel for one of the train carriages! Joanna was delighted and gave Mummy a big hug. Whenever the sun shone in the springtime, Joanna always remembered her adventure, and of course the very useful wheel she had found.",,46,226,train,8498,
ts_000201,"She asked it ""Do you want to play?"". The dog barked and wagged its tail in response, so Mary started running and laughing around the garden. The dog chased her around for the rest of the day.",,44,191,train,8547,
ts_000202,"Tom said, â€œThanks for being so helpful, Sam.â€ Then, when they got to the top of the hill, they saw a wonderful surprise! There were lots and lots of shiny, glittering stuff. â€œWow!â€ exclaimed Tom, â€œWeâ€™re going to be rich from all this stuff!â€ Sam smiled and said, â€œ",,70,277,train,8549,too_long
ts_000203,It was a sight to behold. The audience clapped and cheered as Jack and Jane finished their show. It was a great success!,,26,120,train,8552,
ts_000204,"The chest was now full of wonderful toys, just for Sue. She hugged her mum, and said, ""Thank you! I love my lovely chest!""",,32,122,train,8565,
ts_000205,"She said that if the hunter ever needed help, he should just come and look for her. The hunter and the fairy became friends, and the hunter soon overcame his shyness. From that day forth, the hunter was always ready to help anyone in need.",,51,239,train,8577,
ts_000206,"The operation went very well and after a few days, Felix and his mom were back home together. His mom gave him the biggest hug and thanked him for all his help. Thanks to his bubbly soaps, the operation was a success!",,47,217,train,8578,
ts_000207,"They had so much fun. At the end of the day, they were both very tired, but they had a great time. They became good friends, and they played with the thread every day.",,40,167,train,8610,
ts_000208,"You can't chew anything there, okay?"" Max barked and wagged his tail. They went to the party and had a lot of fun. Max did not chew anything, and Sue was very proud of him.",,42,172,train,8616,
ts_000209,"I can't help you because my wing is hurt."" The tall man was sad. He had to leave his big boot in the hole. The moral of the story is: Sometimes, we can't help others even if we want to.",,47,185,train,8622,
ts_000210,The children were so happy to see the train full of toys. They played with the toys and had lots of fun. The bossy train learned that being nice and working together is better than being bossy.,,40,193,train,8645,
ts_000211,"He just purred and rolled around until he got all tangled up. He loved the feeling of the soft yarn wrapped around his tail. He stayed like this for the rest of the day, playing and purring, happy and content.",,45,209,train,8682,
ts_000212,"The girl would spend her days with her net, making the most wonderful shapes in the sky. She felt so happy and alive when she was outside, shining and beautiful. The net was her best friend, and together they had lots of fun.",,49,225,train,8693,
ts_000213,"He delighted in seeing how happy people became when they heard his special twist word. Max was a very unique bear and his special twist was like a magical power. With his twist, his word was spreading happiness all around.",,44,222,train,8706,
ts_000214,She couldn't wait to spin some more. Now she could twirl and dance whenever she wanted. The End.,,21,96,train,8719,
ts_000215,"Suddenly the shield stopped melting, and the princess was happy again. After that day, the princess always kept her shield inside the castle. She would look out of her window, and see the graceful bird flying in the sky.",,45,220,train,8736,
ts_000216,"She had learned an important lesson and she knew not to jump in holes again. As she walked away, she looked back and waved. The man was gone, but she had seen him close the hole for the last time.",,45,196,train,8737,
ts_000217,"He couldn't help but smile. The little bear danced around the pond, enjoying his amazing adventure. He smiled, feeling happy and alive.",,27,135,train,8750,
ts_000218,"Let's go again tomorrow"". Sally smiled and nodded her head. She was happy that she could play and run with her best friend.",,27,123,train,8751,
ts_000219,"He had wanted to fly so badly, but had forgotten the wind could be strong and dangerous. Sid realized that if we want something, we should be careful and never give up. It's okay to dream, but we must be smart and safe when we go after those dreams.",,55,249,train,8752,
ts_000220,"He plopped down on the grass and began to drift off to sleep. As he was dozing off, he could still admire the tornado. The tornado was one of the most beautiful things little Mark had ever seen.",,42,194,train,8757,
ts_000221,"His Dad was amazed! ""That's a great idea,"" he said. And together, with a lot of hard work, creativity and determination, they managed to make Teddy's dream come true!",,38,166,train,8759,
ts_000222,"He and his mom laughed and joked for the next hour. Little John had never had so much fun! Now, whenever he passes by the building, he knows what will be waiting for him inside- and he can't help but smile!",,47,206,train,8768,
ts_000223,"The man spoiled the pup by squeezing it too hard. The pup lay in his hands, still and quiet. The story ends sadly when the man realised that he had spoiled the pup and it was not moving anymore.",,43,194,train,8796,
ts_000224,"That was so nice of you."" The boy replied, ""You're welcome. I'm glad you received it!"" The bear happily ate his muffin as he made his way back home. He had a wonderful day and was so thankful to have received a yummy snack from the little boy.",,57,243,train,8804,
ts_000225,"Then the wind started to blow. It blew and blew until, unfortunately, the sunflower fell to the ground and crashed into pieces. The animals were very happy that the sunflower was gone and they could enjoy the sunshine again.",,44,224,train,8809,
ts_000226,Mama twisted the rope around the baby's waist and they were off. They flew back and forth and giggled with joy. It was the best day ever!,,30,137,train,8816,
ts_000227,"Everyone was happy for them. The moral of the story is that, when two people love each other, marriage is a way to show that special love to the world. Marriage is special and it can bring a lot of joy to a family.",,49,214,train,8824,
ts_000228,"It was so much fun compared to the boring ground below. Sarah was so happy that she decided to give her grandparent's backyard a second chance and found lots of other fun games to play. Eventually, she was able to explore the backyard and all its surprises.",,51,257,train,8827,
ts_000229,"The spaghetti kept growing each day, until there was enough for everyone. Susie and her friends ate the spaghetti each day. They all had lots of fun, and they were happy and silly.",,38,180,train,8856,
ts_000230,"The man smiled and said ""Now you can enjoy living with me"". The frog felt disappointed and helpless, not knowing that his new home would be his prison. The poor frog was never able to escape, and he eventually forgot what it felt like to be wild.",,54,246,train,8873,
ts_000231,"He had such a great time that he didn't want to leave and go home. But even though he was enjoying his time, his mom reminded him, ""Remember, it's important to always do things the right way."" Bill nodded, understanding the lesson his mom was teaching him. From that day forward, Bill always did things the right way and never forgot the lesson about the gym.",,77,359,train,8932,too_long
ts_000232,"Sandy smiled back and gave the flower a big hug. She was so happy that she had been able to talk to the flower and become friends with it. Sandy knew from then on that no matter how confusing things may seem, friends can always be found.",,51,237,train,8946,
ts_000233,"Let's carve it for Halloween."" And so, Lily and her mom carved the pumpkin into a spooky face. When Halloween came, they put a candle inside the pumpkin and it glowed brightly. Lily was so proud of what she had found and created with her mom.",,53,242,train,8957,
ts_000234,His mommy and daddy were so happy to see him. They hugged him tightly and told him how proud they were of him. The soldier was happy to be home and he knew that he would always have to be brave and strong like a soldier.,,49,220,train,8961,
ts_000235,"Timmy got very sick and had to go to the hospital. From then on, Lily always checked the candy before she shared it with her friends. The end.",,32,142,train,8974,
ts_000236,The wave crashed into the beach and Sammy's shell rolled over. But Sammy was okay! He was so happy that he started to dance around his impressive shell.,,31,152,train,8986,
ts_000237,"The girl's mother noticed how mesmerised her daughter was and said, ""Look at this pretty bird darling, do you like it?"" The little girl answered with a big smile, ""Yes, I like it!"" The girl and her parents spent a few moments admiring the bird before taking the walk back home. Even when the bird was out of sight, the girl couldn't stop dreaming about it. She blinked more, happily thinking about the beautiful creature that she was able to spot.",,96,447,train,9006,too_long
ts_000238,He cracked open the orange nut and ate the delicious food inside. He thanked the fox and happily skipped away. He had found a treat and made a new friend!,,33,154,train,9013,
ts_000239,"Daisy and her mom made a yummy berry pie together. Daisy felt so proud, she had picked the berries all by herself and her mom had baked the pie. They enjoyed the pie and Daisy smiled happily, knowing that she can do things independently.",,49,237,train,9054,
ts_000240,"Emily hugged the monster goodbye and said ""See you soon!"" The monster waved goodbye as Emily walked away. From that day on, Emily was never scared in the forest. She knew that she could always find a new friend if she was brave enough to surrender.",,53,248,train,9060,
ts_000241,"She gently patted the girl's head and said, ""It's alright. Just don't be so careless when playing with things."" The girl nodded and thanked the old lady for her advice. From that day forward, the girl was more careful when playing with things.",,51,243,train,9079,
ts_000242,It was so yummy and sweet! They picked a few more strawberries and then went back home. The little girl was glad the fox had come to help her.,,32,142,train,9101,
ts_000243,She was so glad that her big brother was there to help. The other little girl apologized to her and together they had a great time pushing their carts and playing. Mia was so happy that she had an organized cart and a big brother to look after her.,,52,248,train,9112,
ts_000244,"Be careful though, it's raining. And it's making it slippery!"" The snake thanked the frog for the warning and started to make his way back home, being careful to watch his steps in the wet grass. When he got home safe and sound, he knew that his adventure was one he'd never forget.",,61,282,train,9134,
ts_000245,"The surfer saw Bella and waved goodbye. Bella waved back and said, ""Bye, surfer! Have fun in the pretty ocean.""",,27,111,train,9165,
ts_000246,He opened the bottle and used the ink to make a beautiful picture for his friend. The bird was very happy and his friend was very pleased with the special present. The end!,,36,172,train,9180,
ts_000247,"Finally, the boat reached its destination. The man and woman were happy. They had sailed and enjoyed the great sea.",,24,115,train,9182,
ts_000248,"After a while, she was getting tired and so were the animals. They all took a break and went to sit on the side of the pond. The little girl sighed and said, ""That was so fun, let's do it again soon!"" The animals all agreed, they had an amazing time swimming together.",,63,268,train,9190,
ts_000249,"I have plenty of fun things to do here in the swamp. Come let me show you!"" The ducklings happily followed the frog and the whole swamp welcomed their new friends. The frog and the ducklings spent the day playing and exploring, understanding the beauty of the swamp and celebrating their new friendship.",,59,303,train,9191,
ts_000250,"The sky turned a dark grey and it was too dangerous to continue walking. Tim and Lucy had to return home and unfortunately their plans for the park had to be cancelled. But, because of their kind gestures, the people of the park remembered their friendship and the sweet surprise Lucy was preparing.",,58,299,train,9218,
ts_000251,â€œIt was very special. I was so happy to receive it.â€ Jack was very happy. He had discovered something special in the dry cave - a letter that made someone very happy.,,38,169,train,9232,
ts_000252,"""You were brave to stay,"" said the dancer. ""Sometimes you just have to be brave."" The little girl smiled and started dancing again. She was no longer scared and danced her heart out.",,42,182,train,9237,
ts_000253,"Then he asked them if they wanted to play. John and Julie had lots of fun playing and when it was time to leave, the horse said he would miss them. John and Julie waved goodbye as they wandered off, happy to have made a new friend.",,52,231,train,9244,
ts_000254,"After a few seconds of shaking, she saw that the pieces had fit together in the perfect model! ""Wow,"" Emily gasped in amazement. She realized that the magical voice had been right!",,39,180,train,9245,
ts_000255,"When she was done, Muffy said, ""Now that's much better!"" The oven was clean and it smelled fresh and nice. Muffy was very happy and content. The end.",,36,149,train,9285,
ts_000256,"The little boy tried to point to the fish, but it swam away too fast. The mommy said they could come back tomorrow and try again. The little boy was very happy and couldn't wait to see the big fish again.",,45,204,train,9311,
ts_000257,"Then you won't be cold anymore!"" The snowman laughed and said, ""Lily, I will melt if you put me in a sack! But thank you for trying to help me."" Lily was sad to hear that the snowman would melt, but she understood. She said goodbye to the snowman and went inside to get warm.",,66,275,train,9312,too_long
ts_000258,"So, Red drove slowly and carefully. But he still loved to speed sometimes, just for fun. The end.",,23,97,train,9320,
ts_000259,"He fought the dragon and got the castle back. Lily was very happy and hugged the knight. She said, ""You're not stupid, you're my hero!""",,32,135,train,9323,
ts_000260,Spot sat next to him and listened as Timmy read the book out loud. Timmy was very happy to learn new things and Spot was happy to be with his best friend. The end.,,37,163,train,9326,
ts_000261,"Timmy went up to Johnny and said, ""I'm sorry I didn't share my train with you. I value our friendship more than my toy train."" Johnny forgave Timmy and they played together happily. Timmy learned that sharing is important and it made him feel better inside.",,53,257,train,9331,
ts_000262,"""I'm sorry, Teddy,"" Lily said. ""I won't let that happen again."" Teddy didn't say anything, but Lily knew he forgave her. From that day on, Lily made sure to keep Teddy away from the fire.",,47,187,train,9337,
ts_000263,"From that day on, Polly and Billy always played together. They learned that being unique made them special. And they were happy to be the best of friends.",,32,154,train,9361,
ts_000264,"Tim sprayed the water at Sally. She laughed and said, ""I am wet!"" Then, Sally took the spray bottle and sprayed Tim. He laughed and said, ""Now I am wet, too!"" They played with the spray bottle all day, making each other wet and laughing.",,59,237,train,9364,
ts_000265,"Then they put on some frosting and sprinkles. Tim brought the cake to his friend's birthday party, and everyone loved it. Tim was so proud of the cake he and his mom made, and he couldn't wait to bake another one with her.",,48,222,train,9377,
ts_000266,"She was so happy! Tom felt good because he was helpful. From that day on, Tom and the little girl were good friends.",,27,116,train,9387,
ts_000267,"""Thank you for letting us see you!"" They hugged each other and went back to their house, feeling proud of themselves. They had learned something new about butterflies, and they had been kind and gentle. They decided to look for more butterflies in the garden the next day.",,56,272,train,9445,
ts_000268,"Can I write a story for you?"" Mom says, ""Of course, Sam, I would love that. You can write a story for me anytime."" She hugs him and kisses him. She says, ""You are my amazing writer.""",,51,182,train,9450,
ts_000269,She tells Tim and Mia that they can play with the blanket. She joins them in the tent. They tell stories and laugh.,,26,115,train,9474,
ts_000270,"They share it with their friends. They clap and hit, clap and hit, clap and hit. They have a good Wednesday.",,26,108,train,9495,
ts_000271,"She praised him and said, ""Benny, you did a great job staying alert and protecting our vegetables."" From then on, Benny knew the importance of staying alert and protecting the things he loved. He also learned that it is important to listen to his mom's advice. The end.",,57,269,train,9519,
ts_000272,"Waiter, for bringing me a new plate of spaghetti. You are very polite."" The waiter smiled and said, ""You're welcome, Lily. I'm glad you like it."" And Lily ate her spaghetti happily ever after.",,45,192,train,9535,
ts_000273,They remembered how kind he was and how he loved to whistle. They missed him very much. The end.,,22,96,train,9582,
ts_000274,"You're an honest chef, Lily."" Lily smiled, feeling very happy and proud of herself. From that day on, Lily loved to cook and make pancakes for her family. And every time she cooked, she made sure to yawn and stretch to stay awake and focused.",,54,242,train,9588,
ts_000275,"When she finished, she looked at her beautiful stars and felt happy. She was proud that she managed to make something pretty all by herself. From that night on, Lily wasn't scared of the dark anymore.",,41,200,train,9605,
ts_000276,"""Oh no!"" said Lily. ""I forgot my coat at home."" ""Don't worry,"" said the rabbit. ""I have an extra coat you can borrow."" Lily put on the rabbit's coat and they happily bounced back home together, grateful for their new friendship.",,57,228,train,9636,
ts_000277,"The red flower pushed the ball out of the tree. The ball was free! The red flower was very happy, and it was not sad anymore.",,30,125,train,9671,
ts_000278,"They were so yummy! Tim was very happy. His idea worked, and he got to eat the grapes from the fun tree.",,26,104,train,9675,
ts_000279,"The monster was now in her room and it was not happy. The monster chased Lucy around the room, and she could not escape. The monster caught Lucy, and she was never seen again.",,39,175,train,9690,
ts_000280,"When it was up on the wall, Lily felt very proud. She smiled and said, ""Thank you, Mom and Dad. Now everyone can see my sun!""",,34,125,train,9696,
ts_000281,"Amy and Tom were sad as they looked at their wet leaf pile. They wished they could play in the dry leaves again, but they knew they couldn't because of the rain. So, they went home and waited for the sun to come back another day.",,51,229,train,9702,
ts_000282,"They knew they would play together again soon. Mia went home, no longer feeling restless. She had a fun day with her friend, and now she was ready for bed.",,35,155,train,9715,
ts_000283,Tom and his mom ate the cake. It was very good. Tom was happy he helped mix the cake with the mixer.,,25,100,train,9727,
ts_000284,"They decide to read another book together, one that they both like. They snuggle in their bed and listen to the story. They smile and say, ""Good night, Lily."" ""Good night, Ben."" They close their eyes and fall asleep.",,52,216,train,9762,
ts_000285,"""Let's go home, Tom,"" Mia said. ""We need to change our clothes and tell Mom what happened."" ""Okay, Mia,"" Tom said. ""But next time, let's just look at the fish, not touch them.""",,51,176,train,9786,
ts_000286,She hoped he would find her soon and save her from the bossy squirrels. She learned her lesson. She would never spread secrets again.,,27,133,train,9820,
ts_000287,They have a new friend. The bird sings and thanks them. It is sweet and grateful.,,19,81,train,9832,
ts_000288,They are friends again. They are happy. They are proud of their drawings and their friendship.,,19,94,train,9850,
ts_000289,"His sister was happy and said, ""Thank you, Timmy! You are so sharp for sharing your ice cream with me."" Timmy felt proud of himself for being a good brother and sharing his ice cream. From that day on, he always shared his treats with his sister and became known as the loyal and kind brother in his family.",,68,307,train,9858,too_long
ts_000290,"Lily was confused, but then she saw a squirrel climbing up the tree. Her dad had brought some nuts for the squirrels, and now they were getting their reward. Lily was happy to see the squirrels getting their treat, and she realized that sometimes getting a little noisy can lead to something good.",,59,297,train,9877,
ts_000291,"Can't I eat breakfast later?"" Her mom thought for a moment and then said, ""Okay, but just this once. You can read your book while you eat your breakfast."" Lily was so happy and continued to read her book as she ate her cereal. She loved the story so much that she read it over and over again, even after the sun had risen high in the sky.",,79,338,train,9885,too_long
ts_000292,"She was very happy and knew that her wish had come true. From that day on, Lily spent her summer days playing with her new fan and watching the stars at night. She was grateful for her neighbor's thoughtful gift and never forgot the shooting star that granted her wish.",,54,269,train,9889,
ts_000293,But she eventually said goodbye to the house and continued on her journey. The forest was full of surprises and Emma enjoyed every minute of her adventure. She was so happy to find such amazing textures and she couldn't wait to come back and explore again.,,49,256,train,9921,
ts_000294,"""The fog is only like a little cloud that can't hurt us. We just have to trust the car and keep driving."" Soon enough, the family arrived at the park, tired but safe. And the fog had disappeared.",,46,195,train,9927,
ts_000295,"In the end, Angelina was so happy she took the starfishâ€™s advice. The ocean was full of adventure and so much to explore. And now she's a real explorer!",,36,154,train,9945,
ts_000296,"He worked quickly, and before long the wall was sturdy once again. Jim was glad they had taken care of the wall before it collapsed. He learned that counting can help you find and fix the things that are dangerous and frail.",,46,224,train,9952,
ts_000297,The kind man behind the counter fixed her car in no time. Jane thanked the man and had the best time playing with her car again. The end.,,31,137,train,9953,
ts_000298,"To their surprise, they had found a sweet surprise! They giggled and hugged and thanked each other for their sweet supply. The game was great fun and both Mina and Jack decided to play the game again soon.",,42,205,train,9971,
ts_000299,"He said, ""I love popcorn. Yum!"" Mommy said, ""I'm glad you like it Bobby. Give me a handful too!"" Bobby smiled and said, ""Here you go mommy!"" He gave her a handful, and they both ate popcorn together as the movie started.",,58,220,train,9980,
ts_000300,"Suddenly, a friendly rabbit passed by and offered the lady a carrot to carry. The lady was very happy, and she quickly carried the carrot home with a big smile on her face. From then on, the friendly lady and the rabbit were the best of friends, and she always wanted to go for walks to carry things.",,65,300,train,9996,too_long
